"","prov","ninos_bajoPesoNacer","ind_VIA","ninos_desnuCroni","ninos_anem","ind_DdE","ind_DDHH","deve_activi","deve_inver"
"184","HUANCANÉ",4.54545454545455,0.691327333450317,14.1268803139307,51.1343804537522,0.629384991927991,0.317619644629901,2400.21379369175,210.038018132341
"185","LAMPA",6.54338549075391,0.604894876480103,13.452443510247,46.1966604823748,0.582395347657442,0.430827933289683,2281.01060654847,760.527620013381
"186","MELGAR",7.64762826718296,0.48763644695282,16.0266257040451,39.2330383480826,0.654643255157929,0.429420492644373,2824.65065972725,941.71889175835
"187","MOHO",4.02476780185758,0.740820527076721,15.9198113207547,42.5,0.67690933005226,0.280311931726885,1804.13006493267,470.37687954252
"188","PUNO",6.52492668621701,0.430523931980133,9.19846885512121,47.472856608012,0.710146123342496,0.542559077308548,9450.11693104125,1492.23081602277
"189","SAN ANTONIO DE PUTINA",7.71028037383178,0.488484561443329,18.4720638540479,51.310861423221,0.58567592576518,0.499884882646757,2402.06257662955,978.939340047542
"190","SAN ROMÁN",7.34143049932524,0.39834201335907,10.1551956815115,45.812020460358,0.714014676071376,0.558649239045766,1469.31228536347,586.180749784897
"191","SANDIA",5.76923076923077,0.683831930160523,13.0563798219585,38.9799635701275,0.555873162826842,0.407680405527595,2048.83366807593,767.984250917758
"192","YUNGUYO",4.96613995485327,0.646193742752075,10.4082806210466,53.2319391634981,0.718670284107939,0.370515383968917,1996.88569332667,556.778722819295
"193","CANDARAVE",1.72413793103448,0.567096769809723,11,53.1914893617021,0.691833353212712,0.367674453157097,4941.04202843084,6583.9731615637
"194","JORGE BASADRE",0.99009900990099,0.230180203914642,5.88235294117647,38.8888888888889,0.7995002972289,0.680273531494902,8991.42034488969,6027.82194867177
"195","TACNA",4.41028225806452,0.196646571159363,3.2120280198189,25.3876478318003,0.777705207636733,0.6078728410369,3715.33934100252,976.227790100457
"196","TARATA",3.27868852459016,0.513824164867401,11.0687022900763,96.2962962962963,0.741027395260494,0.430831228039735,3818.84227570274,1815.94064561674
